year,variable,value,count
1928,20,0.09,30
1928,21,0.18,30
1928,22,0.3,30
1928,23,0.44,30
1928,24,0.58,30
1928,25,0.74,30
1928,26,0.89,30
1928,27,1.04,30
1928,28,1.18,30
1928,29,1.33,30
1928,30,1.46,30
1928,31,1.58,30
1928,32,1.69,30
1928,33,1.79,30
1928,34,1.88,30
1928,35,1.95,30
1928,36,2.02,30
1928,37,2.08,30
1928,38,2.13,30
1928,39,2.16,30
1928,40,2.19,30
1928,41,2.21,30
1928,42,2.22,30
1928,43,2.23,30
1928,44,2.24,30
1928,45,2.24,30
1927,16,0.0,30
1927,17,0.0,30
1927,18,0.01,30
1927,19,0.04,30
1927,20,0.08,30
1927,21,0.17,30
1927,22,0.29,30
1927,23,0.43,30
1927,24,0.57,30
1927,25,0.72,30
1927,26,0.87,30
1927,27,1.02,30
1927,28,1.17,30
1927,29,1.3,30
1927,30,1.43,30
1927,31,1.55,30
1927,32,1.65,30
1927,33,1.74,30
1927,34,1.83,30
1927,35,1.91,30
1927,36,1.97,30
1927,37,2.03,30
1927,38,2.08,30
1927,39,2.12,30
1927,40,2.15,30
1927,41,2.17,30
1927,42,2.18,30
1927,43,2.19,30
1927,44,2.19,30
1927,45,2.2,30
1926,16,0.0,30
1926,17,0.0,30
1926,18,0.01,30
1926,19,0.04,30
1926,20,0.08,30
1926,21,0.15,30
1926,22,0.28,30
1926,23,0.42,30
1926,24,0.57,30
1926,25,0.72,30
1926,26,0.87,30
1926,27,1.01,30
1926,28,1.16,30
1926,29,1.29,30
1926,30,1.41,30
1926,31,1.52,30
1926,32,1.62,30
1926,33,1.72,30
1926,34,1.8,30
1926,35,1.87,30
1926,36,1.94,30
1926,37,2.0,30
1926,38,2.05,30
1926,39,2.09,30
1926,40,2.12,30
1926,41,2.14,30
1926,42,2.16,30
1926,43,2.17,30
1926,44,2.17,30
1926,45,2.18,30
1925,16,0.0,30
1925,17,0.0,30
1925,18,0.01,30
1925,19,0.03,30
1925,20,0.08,30
1925,21,0.14,30
1925,22,0.24,30
1925,23,0.39,30
1925,24,0.55,30
1925,25,0.7,30
1925,26,0.85,30
1925,27,0.99,30
1925,28,1.13,30
1925,29,1.26,30
1925,30,1.37,30
1925,31,1.48,30
1925,32,1.58,30
1925,33,1.67,30
1925,34,1.75,30
1925,35,1.82,30
1925,36,1.88,30
1925,37,1.94,30
1925,38,1.99,30
1925,39,2.03,30
1925,40,2.06,30
1925,41,2.08,30
1925,42,2.1,30
1925,43,2.11,30
1925,44,2.11,30
1925,45,2.12,30
1924,16,0.0,30
1924,17,0.0,30
1924,18,0.01,30
1924,19,0.03,30
1924,20,0.07,30
1924,21,0.14,30
1924,22,0.24,30
1924,23,0.36,30
1924,24,0.53,30
1924,25,0.69,30
1924,26,0.85,30
1924,27,0.99,30
1924,28,1.13,30
1924,29,1.25,30
1924,30,1.37,30
1924,31,1.48,30
1924,32,1.57,30
1924,33,1.66,30
1924,34,1.74,30
1924,35,1.81,30
1924,36,1.87,30
1924,37,1.93,30
1924,38,1.98,30
1924,39,2.02,30
1924,40,2.05,30
1924,41,2.07,30
1924,42,2.09,30
1924,43,2.1,30
1924,44,2.11,30
1924,45,2.11,30
1923,16,0.0,30
1923,17,0.0,30
1923,18,0.01,30
1923,19,0.03,30
1923,20,0.07,30
1923,21,0.14,30
1923,22,0.23,30
1923,23,0.34,30
1923,24,0.48,30
1923,25,0.67,30
1923,26,0.82,30
1923,27,0.97,30
1923,28,1.11,30
1923,29,1.24,30
1923,30,1.36,30
1923,31,1.47,30
1923,32,1.56,30
1923,33,1.65,30
1923,34,1.73,30
1923,35,1.8,30
1923,36,1.86,30
1923,37,1.91,30
1923,38,1.96,30
1923,39,2.0,30
1923,40,2.03,30
1923,41,2.05,30
1923,42,2.07,30
1923,43,2.08,30
1923,44,2.09,30
1923,45,2.09,30
1922,16,0.0,30
1922,17,0.0,30
1922,18,0.01,30
1922,19,0.03,30
1922,20,0.07,30
1922,21,0.14,30
1922,22,0.23,30
1922,23,0.34,30
1922,24,0.46,30
1922,25,0.61,30
1922,26,0.79,30
1922,27,0.94,30
1922,28,1.08,30
1922,29,1.21,30
1922,30,1.33,30
1922,31,1.44,30
1922,32,1.53,30
1922,33,1.62,30
1922,34,1.69,30
1922,35,1.76,30
1922,36,1.82,30
1922,37,1.87,30
1922,38,1.91,30
1922,39,1.95,30
1922,40,1.98,30
1922,41,2.01,30
1922,42,2.02,30
1922,43,2.04,30
1922,44,2.05,30
1922,45,2.05,30
1921,16,0.0,30
1921,17,0.0,30
1921,18,0.01,30
1921,19,0.04,30
1921,20,0.08,30
1921,21,0.14,30
1921,22,0.23,30
1921,23,0.34,30
1921,24,0.46,30
1921,25,0.58,30
1921,26,0.74,30
1921,27,0.93,30
1921,28,1.07,30
1921,29,1.21,30
1921,30,1.33,30
1921,31,1.44,30
1921,32,1.53,30
1921,33,1.62,30
1921,34,1.69,30
1921,35,1.76,30
1921,36,1.82,30
1921,37,1.87,30
1921,38,1.92,30
1921,39,1.95,30
1921,40,1.98,30
1921,41,2.01,30
1921,42,2.03,30
1921,43,2.04,30
1921,44,2.05,30
1921,45,2.05,30
1920,16,0.0,30
1920,17,0.0,30
1920,18,0.01,30
1920,19,0.04,30
1920,20,0.08,30
1920,21,0.13,30
1920,22,0.22,30
1920,23,0.32,30
1920,24,0.44,30
1920,25,0.57,30
1920,26,0.69,30
1920,27,0.85,30
1920,28,1.01,30
1920,29,1.15,30
1920,30,1.27,30
1920,31,1.38,30
1920,32,1.47,30
1920,33,1.56,30
1920,34,1.64,30
1920,35,1.7,30
1920,36,1.76,30
1920,37,1.81,30
1920,38,1.86,30
1920,39,1.9,30
1920,40,1.93,30
1920,41,1.95,30
1920,42,1.97,30
1920,43,1.98,30
1920,44,1.99,30
1920,45,2.0,30
