year,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,final,childless
1955,0,0.02,0.06,0.12,0.18,0.23,0.29,0.34,0.4,0.46,0.52,0.57,0.62,0.66,0.7,0.73,0.75,0.77,0.79,0.8,0.81,0.82,0.82,0.83,0.83,0.84,0.84,0.84,0.84,0.84,0.84,0.16
1956,0,0.02,0.06,0.11,0.16,0.22,0.27,0.32,0.39,0.45,0.5,0.56,0.6,0.64,0.68,0.71,0.74,0.76,0.77,0.79,0.8,0.81,0.81,0.82,0.82,0.83,0.83,0.83,0.83,0.83,0.83,0.17
1957,0,0.02,0.06,0.11,0.15,0.2,0.26,0.32,0.38,0.44,0.49,0.54,0.59,0.63,0.67,0.7,0.73,0.75,0.77,0.78,0.79,0.8,0.81,0.81,0.82,0.82,0.82,0.83,0.83,0.83,0.83,0.17
1958,0,0.02,0.05,0.09,0.14,0.19,0.25,0.31,0.36,0.42,0.47,0.53,0.57,0.62,0.66,0.69,0.72,0.74,0.76,0.77,0.78,0.79,0.8,0.8,0.81,0.81,0.82,0.82,0.82,0.82,0.82,0.18
1959,0,0.02,0.04,0.08,0.13,0.18,0.24,0.29,0.35,0.4,0.46,0.51,0.56,0.6,0.64,0.68,0.7,0.73,0.75,0.76,0.77,0.78,0.79,0.8,0.8,0.81,0.81,0.81,0.81,0.81,0.81,0.19
1960,0,0.02,0.04,0.08,0.13,0.18,0.23,0.29,0.34,0.39,0.45,0.5,0.55,0.59,0.63,0.67,0.7,0.72,0.74,0.75,0.77,0.78,0.79,0.79,0.8,0.8,0.81,0.81,0.81,0.81,0.81,0.19
1961,0,0.01,0.04,0.08,0.13,0.18,0.23,0.28,0.33,0.38,0.43,0.49,0.54,0.58,0.62,0.66,0.68,0.71,0.73,0.74,0.76,0.77,0.78,0.79,0.79,0.8,0.8,0.8,0.8,0.8,0.80,0.20
1962,0,0.01,0.04,0.08,0.12,0.17,0.22,0.27,0.32,0.37,0.42,0.48,0.52,0.57,0.61,0.65,0.68,0.7,0.72,0.74,0.75,0.77,0.78,0.78,0.79,0.79,0.8,0.8,0.8,0.8,0.80,0.20
1963,0,0.01,0.04,0.07,0.12,0.16,0.21,0.26,0.31,0.36,0.42,0.47,0.52,0.56,0.6,0.64,0.67,0.7,0.72,0.73,0.75,0.76,0.77,0.78,0.79,0.79,0.79,0.8,0.8,0.8,0.80,0.20
1964,0,0.01,0.04,0.07,0.11,0.15,0.2,0.25,0.3,0.35,0.41,0.46,0.5,0.55,0.59,0.63,0.66,0.69,0.71,0.73,0.74,0.76,0.77,0.78,0.78,0.79,0.79,0.79,0.8,0.8,0.80,0.20
1965,0,0.01,0.04,0.07,0.11,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.54,0.58,0.62,0.66,0.68,0.71,0.73,0.74,0.76,0.77,0.78,0.78,0.79,0.79,0.8,0.8,0.8,0.80,0.20
1966,0,0.01,0.03,0.07,0.11,0.16,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.54,0.58,0.62,0.66,0.68,0.71,0.73,0.74,0.76,0.77,0.78,0.79,0.79,0.8,0.8,0.8,0.8,0.80,0.20
1967,0,0.01,0.04,0.07,0.12,0.16,0.21,0.26,0.31,0.35,0.4,0.45,0.5,0.54,0.58,0.62,0.65,0.68,0.71,0.73,0.74,0.76,0.77,0.78,0.79,0.8,0.8,0.8,0.8,0.8,0.81,0.19
1968,0,0.01,0.04,0.08,0.12,0.17,0.22,0.27,0.31,0.36,0.4,0.45,0.5,0.54,0.58,0.62,0.66,0.69,0.71,0.73,0.75,0.77,0.78,0.79,0.8,0.81,0.81,0.82,0.82,0.82,0.82,0.18
1969,0,0.01,0.04,0.08,0.13,0.17,0.22,0.27,0.31,0.35,0.4,0.44,0.49,0.53,0.57,0.62,0.65,0.68,0.71,0.73,0.75,0.77,0.78,0.79,0.8,0.81,0.81,0.82,0.82,0.82,0.82,0.18
1970,0,0.02,0.04,0.08,0.13,0.18,0.22,0.26,0.31,0.35,0.39,0.44,0.48,0.53,0.57,0.61,0.65,0.68,0.71,0.73,0.75,0.77,0.79,0.8,0.81,0.82,0.82,0.82,0.82,0.83,0.83,0.17
1971,0,0.02,0.04,0.08,0.13,0.17,0.22,0.26,0.3,0.34,0.38,0.43,0.47,0.51,0.56,0.6,0.64,0.67,0.7,0.73,0.75,0.77,0.78,0.8,0.81,0.81,0.82,0.82,0.82,0.82,0.82,0.18
1972,0,0.02,0.04,0.08,0.13,0.17,0.21,0.25,0.29,0.33,0.37,0.41,0.46,0.5,0.54,0.58,0.62,0.66,0.69,0.71,0.74,0.76,0.78,0.79,0.8,0.8,0.81,0.81,0.81,0.81,0.82,0.18
1973,0,0.02,0.04,0.08,0.13,0.17,0.21,0.24,0.28,0.32,0.36,0.4,0.45,0.49,0.53,0.57,0.61,0.65,0.68,0.71,0.74,0.76,0.77,0.79,0.8,0.8,0.81,0.81,0.81,0.81,0.81,0.19
1974,0,0.02,0.04,0.08,0.12,0.17,0.2,0.24,0.28,0.32,0.36,0.4,0.44,0.48,0.53,0.57,0.62,0.66,0.69,0.72,0.74,0.77,0.78,0.79,0.8,0.81,0.81,0.82,0.82,0.82,0.82,0.18
1975,0,0.02,0.04,0.08,0.12,0.16,0.2,0.24,0.28,0.31,0.35,0.39,0.43,0.47,0.52,0.56,0.61,0.65,0.69,0.71,0.74,0.76,0.78,0.79,0.8,0.81,0.81,0.81,0.82,0.82,,
1976,0,0.02,0.04,0.08,0.12,0.16,0.2,0.24,0.28,0.32,0.35,0.39,0.43,0.48,0.52,0.57,0.62,0.66,0.69,0.72,0.75,0.77,0.78,0.8,0.81,0.81,0.82,0.82,0.82,,,
1977,0,0.02,0.04,0.08,0.12,0.17,0.21,0.25,0.28,0.32,0.35,0.39,0.44,0.48,0.53,0.58,0.63,0.67,0.7,0.73,0.76,0.78,0.79,0.8,0.81,0.82,0.83,0.83,,,,
1978,0,0.02,0.04,0.08,0.12,0.17,0.21,0.24,0.28,0.31,0.35,0.39,0.43,0.48,0.53,0.58,0.62,0.67,0.7,0.73,0.76,0.77,0.79,0.8,0.81,0.82,0.83,,,,,
1979,0,0.02,0.05,0.08,0.13,0.17,0.21,0.25,0.28,0.32,0.36,0.4,0.44,0.49,0.54,0.59,0.63,0.68,0.71,0.74,0.76,0.78,0.8,0.81,0.82,0.83,,,,,,
1980,0,0.02,0.05,0.09,0.13,0.17,0.21,0.25,0.28,0.32,0.36,0.4,0.44,0.49,0.54,0.59,0.64,0.68,0.71,0.74,0.76,0.79,0.8,0.82,0.83,,,,,,,
1981,0.01,0.02,0.05,0.09,0.13,0.17,0.21,0.25,0.28,0.32,0.36,0.4,0.45,0.5,0.55,0.6,0.64,0.68,0.71,0.74,0.77,0.79,0.81,0.82,,,,,,,,
1982,0.01,0.02,0.05,0.09,0.13,0.17,0.21,0.24,0.28,0.32,0.36,0.41,0.45,0.5,0.55,0.59,0.63,0.67,0.71,0.74,0.77,0.79,0.8,,,,,,,,,
1983,0,0.02,0.04,0.08,0.12,0.16,0.2,0.24,0.28,0.32,0.36,0.4,0.45,0.5,0.54,0.58,0.62,0.66,0.7,0.73,0.76,0.78,,,,,,,,,,
1984,0,0.02,0.04,0.08,0.12,0.16,0.2,0.24,0.27,0.31,0.35,0.4,0.45,0.49,0.53,0.57,0.62,0.66,0.7,0.73,0.76,,,,,,,,,,,
1985,0,0.02,0.04,0.08,0.11,0.15,0.19,0.23,0.27,0.31,0.35,0.4,0.44,0.48,0.53,0.57,0.62,0.66,0.69,0.73,,,,,,,,,,,,
1986,0,0.02,0.04,0.08,0.11,0.16,0.2,0.24,0.27,0.32,0.36,0.4,0.44,0.48,0.52,0.57,0.62,0.66,0.7,,,,,,,,,,,,,
1987,0,0.01,0.04,0.07,0.11,0.15,0.2,0.24,0.28,0.32,0.36,0.4,0.44,0.48,0.53,0.57,0.62,0.66,,,,,,,,,,,,,,
1988,0,0.01,0.04,0.07,0.11,0.15,0.19,0.23,0.27,0.31,0.35,0.39,0.43,0.47,0.52,0.57,0.61,,,,,,,,,,,,,,,
1989,0,0.01,0.04,0.07,0.11,0.15,0.19,0.23,0.27,0.3,0.34,0.37,0.42,0.46,0.51,0.55,,,,,,,,,,,,,,,,
1990,0,0.01,0.04,0.07,0.11,0.15,0.18,0.22,0.25,0.29,0.32,0.36,0.41,0.45,0.5,,,,,,,,,,,,,,,,,
1991,0,0.01,0.03,0.07,0.1,0.14,0.17,0.2,0.23,0.26,0.3,0.34,0.38,0.43,,,,,,,,,,,,,,,,,,
1992,0,0.01,0.03,0.06,0.09,0.13,0.16,0.19,0.22,0.25,0.29,0.33,0.37,,,,,,,,,,,,,,,,,,,
1993,0,0.01,0.03,0.06,0.09,0.12,0.14,0.17,0.21,0.24,0.28,0.32,,,,,,,,,,,,,,,,,,,,
1994,0,0.01,0.03,0.05,0.08,0.1,0.13,0.16,0.19,0.23,0.26,,,,,,,,,,,,,,,,,,,,,
1995,0,0.01,0.03,0.04,0.07,0.1,0.13,0.16,0.19,0.22,,,,,,,,,,,,,,,,,,,,,,
1996,0,0.01,0.02,0.04,0.06,0.09,0.12,0.15,0.18,,,,,,,,,,,,,,,,,,,,,,,
1997,0,0.01,0.02,0.03,0.06,0.09,0.11,0.14,,,,,,,,,,,,,,,,,,,,,,,,
1998,0,0.01,0.02,0.03,0.06,0.08,0.11,,,,,,,,,,,,,,,,,,,,,,,,,
1999,0,0.01,0.02,0.03,0.05,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,0,0.01,0.01,0.03,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,0,0,0.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,0,0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
