year,variable,value,count
1976,31,56.99999999999999,29
1976,32,62.0,29
1976,33,66.0,29
1976,34,69.0,29
1976,35,72.0,29
1976,36,75.0,29
1976,37,77.0,29
1976,38,78.0,29
1976,39,80.0,29
1976,40,81.0,29
1976,41,81.0,29
1976,42,82.0,29
1976,43,82.0,29
1976,44,82.0,29
1975,16,0.0,30
1975,17,2.0,30
1975,18,4.0,30
1975,19,8.0,30
1975,20,12.0,30
1975,21,16.0,30
1975,22,20.0,30
1975,23,24.0,30
1975,24,28.000000000000004,30
1975,25,31.0,30
1975,26,35.0,30
1975,27,39.0,30
1975,28,43.0,30
1975,29,47.0,30
1975,30,52.0,30
1975,31,56.00000000000001,30
1975,32,61.0,30
1975,33,65.0,30
1975,34,69.0,30
1975,35,71.0,30
1975,36,74.0,30
1975,37,76.0,30
1975,38,78.0,30
1975,39,79.0,30
1975,40,80.0,30
1975,41,81.0,30
1975,42,81.0,30
1975,43,81.0,30
1975,44,82.0,30
1975,45,82.0,30
1974,16,0.0,30
1974,17,2.0,30
1974,18,4.0,30
1974,19,8.0,30
1974,20,12.0,30
1974,21,17.0,30
1974,22,20.0,30
1974,23,24.0,30
1974,24,28.000000000000004,30
1974,25,32.0,30
1974,26,36.0,30
1974,27,40.0,30
1974,28,44.0,30
1974,29,48.0,30
1974,30,53.0,30
1974,31,56.99999999999999,30
1974,32,62.0,30
1974,33,66.0,30
1974,34,69.0,30
1974,35,72.0,30
1974,36,74.0,30
1974,37,77.0,30
1974,38,78.0,30
1974,39,79.0,30
1974,40,80.0,30
1974,41,81.0,30
1974,42,81.0,30
1974,43,82.0,30
1974,44,82.0,30
1974,45,82.0,30
1973,16,0.0,30
1973,17,2.0,30
1973,18,4.0,30
1973,19,8.0,30
1973,20,13.0,30
1973,21,17.0,30
1973,22,21.0,30
1973,23,24.0,30
1973,24,28.000000000000004,30
1973,25,32.0,30
1973,26,36.0,30
1973,27,40.0,30
1973,28,45.0,30
1973,29,49.0,30
1973,30,53.0,30
1973,31,56.99999999999999,30
1973,32,61.0,30
1973,33,65.0,30
1973,34,68.0,30
1973,35,71.0,30
1973,36,74.0,30
1973,37,76.0,30
1973,38,77.0,30
1973,39,79.0,30
1973,40,80.0,30
1973,41,80.0,30
1973,42,81.0,30
1973,43,81.0,30
1973,44,81.0,30
1973,45,81.0,30
1972,16,0.0,30
1972,17,2.0,30
1972,18,4.0,30
1972,19,8.0,30
1972,20,13.0,30
1972,21,17.0,30
1972,22,21.0,30
1972,23,25.0,30
1972,24,28.999999999999996,30
1972,25,33.0,30
1972,26,37.0,30
1972,27,41.0,30
1972,28,46.0,30
1972,29,50.0,30
1972,30,54.0,30
1972,31,57.99999999999999,30
1972,32,62.0,30
1972,33,66.0,30
1972,34,69.0,30
1972,35,71.0,30
1972,36,74.0,30
1972,37,76.0,30
1972,38,78.0,30
1972,39,79.0,30
1972,40,80.0,30
1972,41,80.0,30
1972,42,81.0,30
1972,43,81.0,30
1972,44,81.0,30
1972,45,81.0,30
1971,16,0.0,30
1971,17,2.0,30
1971,18,4.0,30
1971,19,8.0,30
1971,20,13.0,30
1971,21,17.0,30
1971,22,22.0,30
1971,23,26.0,30
1971,24,30.0,30
1971,25,34.0,30
1971,26,38.0,30
1971,27,43.0,30
1971,28,47.0,30
1971,29,51.0,30
1971,30,56.00000000000001,30
1971,31,60.0,30
1971,32,64.0,30
1971,33,67.0,30
1971,34,70.0,30
1971,35,73.0,30
1971,36,75.0,30
1971,37,77.0,30
1971,38,78.0,30
1971,39,80.0,30
1971,40,81.0,30
1971,41,81.0,30
1971,42,82.0,30
1971,43,82.0,30
1971,44,82.0,30
1971,45,82.0,30
1970,16,0.0,30
1970,17,2.0,30
1970,18,4.0,30
1970,19,8.0,30
1970,20,13.0,30
1970,21,18.0,30
1970,22,22.0,30
1970,23,26.0,30
1970,24,31.0,30
1970,25,35.0,30
1970,26,39.0,30
1970,27,44.0,30
1970,28,48.0,30
1970,29,53.0,30
1970,30,56.99999999999999,30
1970,31,61.0,30
1970,32,65.0,30
1970,33,68.0,30
1970,34,71.0,30
1970,35,73.0,30
1970,36,75.0,30
1970,37,77.0,30
1970,38,79.0,30
1970,39,80.0,30
1970,40,81.0,30
1970,41,82.0,30
1970,42,82.0,30
1970,43,82.0,30
1970,44,82.0,30
1970,45,83.0,30
1969,16,0.0,30
1969,17,1.0,30
1969,18,4.0,30
1969,19,8.0,30
1969,20,13.0,30
1969,21,17.0,30
1969,22,22.0,30
1969,23,27.0,30
1969,24,31.0,30
1969,25,35.0,30
1969,26,40.0,30
1969,27,44.0,30
1969,28,49.0,30
1969,29,53.0,30
1969,30,56.99999999999999,30
1969,31,62.0,30
1969,32,65.0,30
1969,33,68.0,30
1969,34,71.0,30
1969,35,73.0,30
1969,36,75.0,30
1969,37,77.0,30
1969,38,78.0,30
1969,39,79.0,30
1969,40,80.0,30
1969,41,81.0,30
1969,42,81.0,30
1969,43,82.0,30
1969,44,82.0,30
1969,45,82.0,30
1968,16,0.0,30
1968,17,1.0,30
1968,18,4.0,30
1968,19,8.0,30
1968,20,12.0,30
1968,21,17.0,30
1968,22,22.0,30
1968,23,27.0,30
1968,24,31.0,30
1968,25,36.0,30
1968,26,40.0,30
1968,27,45.0,30
1968,28,50.0,30
1968,29,54.0,30
1968,30,57.99999999999999,30
1968,31,62.0,30
1968,32,66.0,30
1968,33,69.0,30
1968,34,71.0,30
1968,35,73.0,30
1968,36,75.0,30
1968,37,77.0,30
1968,38,78.0,30
1968,39,79.0,30
1968,40,80.0,30
1968,41,81.0,30
1968,42,81.0,30
1968,43,82.0,30
1968,44,82.0,30
1968,45,82.0,30
1967,16,0.0,30
1967,17,1.0,30
1967,18,4.0,30
1967,19,7.000000000000001,30
1967,20,12.0,30
1967,21,16.0,30
1967,22,21.0,30
1967,23,26.0,30
1967,24,31.0,30
1967,25,35.0,30
1967,26,40.0,30
1967,27,45.0,30
1967,28,50.0,30
1967,29,54.0,30
1967,30,57.99999999999999,30
1967,31,62.0,30
1967,32,65.0,30
1967,33,68.0,30
1967,34,71.0,30
1967,35,73.0,30
1967,36,74.0,30
1967,37,76.0,30
1967,38,77.0,30
1967,39,78.0,30
1967,40,79.0,30
1967,41,80.0,30
1967,42,80.0,30
1967,43,80.0,30
1967,44,80.0,30
1967,45,80.0,30
1966,16,0.0,30
1966,17,1.0,30
1966,18,3.0,30
1966,19,7.000000000000001,30
1966,20,11.0,30
1966,21,16.0,30
1966,22,20.0,30
1966,23,25.0,30
1966,24,30.0,30
1966,25,35.0,30
1966,26,40.0,30
1966,27,45.0,30
1966,28,50.0,30
1966,29,54.0,30
1966,30,57.99999999999999,30
1966,31,62.0,30
1966,32,66.0,30
1966,33,68.0,30
1966,34,71.0,30
1966,35,73.0,30
1966,36,74.0,30
1966,37,76.0,30
1966,38,77.0,30
1966,39,78.0,30
1966,40,79.0,30
1966,41,79.0,30
1966,42,80.0,30
1966,43,80.0,30
1966,44,80.0,30
1966,45,80.0,30
1965,16,0.0,30
1965,17,1.0,30
1965,18,4.0,30
1965,19,7.000000000000001,30
1965,20,11.0,30
1965,21,15.0,30
1965,22,20.0,30
1965,23,25.0,30
1965,24,30.0,30
1965,25,35.0,30
1965,26,40.0,30
1965,27,45.0,30
1965,28,50.0,30
1965,29,54.0,30
1965,30,57.99999999999999,30
1965,31,62.0,30
1965,32,66.0,30
1965,33,68.0,30
1965,34,71.0,30
1965,35,73.0,30
1965,36,74.0,30
1965,37,76.0,30
1965,38,77.0,30
1965,39,78.0,30
1965,40,78.0,30
1965,41,79.0,30
1965,42,79.0,30
1965,43,80.0,30
1965,44,80.0,30
1965,45,80.0,30
1964,16,0.0,30
1964,17,1.0,30
1964,18,4.0,30
1964,19,7.000000000000001,30
1964,20,11.0,30
1964,21,15.0,30
1964,22,20.0,30
1964,23,25.0,30
1964,24,30.0,30
1964,25,35.0,30
1964,26,41.0,30
1964,27,46.0,30
1964,28,50.0,30
1964,29,55.00000000000001,30
1964,30,59.0,30
1964,31,63.0,30
1964,32,66.0,30
1964,33,69.0,30
1964,34,71.0,30
1964,35,73.0,30
1964,36,74.0,30
1964,37,76.0,30
1964,38,77.0,30
1964,39,78.0,30
1964,40,78.0,30
1964,41,79.0,30
1964,42,79.0,30
1964,43,79.0,30
1964,44,80.0,30
1964,45,80.0,30
1963,16,0.0,30
1963,17,1.0,30
1963,18,4.0,30
1963,19,7.000000000000001,30
1963,20,12.0,30
1963,21,16.0,30
1963,22,21.0,30
1963,23,26.0,30
1963,24,31.0,30
1963,25,36.0,30
1963,26,42.0,30
1963,27,47.0,30
1963,28,52.0,30
1963,29,56.00000000000001,30
1963,30,60.0,30
1963,31,64.0,30
1963,32,67.0,30
1963,33,70.0,30
1963,34,72.0,30
1963,35,73.0,30
1963,36,75.0,30
1963,37,76.0,30
1963,38,77.0,30
1963,39,78.0,30
1963,40,79.0,30
1963,41,79.0,30
1963,42,79.0,30
1963,43,80.0,30
1963,44,80.0,30
1963,45,80.0,30
1962,16,0.0,30
1962,17,1.0,30
1962,18,4.0,30
1962,19,8.0,30
1962,20,12.0,30
1962,21,17.0,30
1962,22,22.0,30
1962,23,27.0,30
1962,24,32.0,30
1962,25,37.0,30
1962,26,42.0,30
1962,27,48.0,30
1962,28,52.0,30
1962,29,56.99999999999999,30
1962,30,61.0,30
1962,31,65.0,30
1962,32,68.0,30
1962,33,70.0,30
1962,34,72.0,30
1962,35,74.0,30
1962,36,75.0,30
1962,37,77.0,30
1962,38,78.0,30
1962,39,78.0,30
1962,40,79.0,30
1962,41,79.0,30
1962,42,80.0,30
1962,43,80.0,30
1962,44,80.0,30
1962,45,80.0,30
1961,16,0.0,30
1961,17,1.0,30
1961,18,4.0,30
1961,19,8.0,30
1961,20,13.0,30
1961,21,18.0,30
1961,22,23.0,30
1961,23,28.000000000000004,30
1961,24,33.0,30
1961,25,38.0,30
1961,26,43.0,30
1961,27,49.0,30
1961,28,54.0,30
1961,29,57.99999999999999,30
1961,30,62.0,30
1961,31,66.0,30
1961,32,68.0,30
1961,33,71.0,30
1961,34,73.0,30
1961,35,74.0,30
1961,36,76.0,30
1961,37,77.0,30
1961,38,78.0,30
1961,39,79.0,30
1961,40,79.0,30
1961,41,80.0,30
1961,42,80.0,30
1961,43,80.0,30
1961,44,80.0,30
1961,45,80.0,30
1960,16,0.0,30
1960,17,2.0,30
1960,18,4.0,30
1960,19,8.0,30
1960,20,13.0,30
1960,21,18.0,30
1960,22,23.0,30
1960,23,28.999999999999996,30
1960,24,34.0,30
1960,25,39.0,30
1960,26,45.0,30
1960,27,50.0,30
1960,28,55.00000000000001,30
1960,29,59.0,30
1960,30,63.0,30
1960,31,67.0,30
1960,32,70.0,30
1960,33,72.0,30
1960,34,74.0,30
1960,35,75.0,30
1960,36,77.0,30
1960,37,78.0,30
1960,38,79.0,30
1960,39,79.0,30
1960,40,80.0,30
1960,41,80.0,30
1960,42,81.0,30
1960,43,81.0,30
1960,44,81.0,30
1960,45,81.0,30
1959,16,0.0,30
1959,17,2.0,30
1959,18,4.0,30
1959,19,8.0,30
1959,20,13.0,30
1959,21,18.0,30
1959,22,24.0,30
1959,23,28.999999999999996,30
1959,24,35.0,30
1959,25,40.0,30
1959,26,46.0,30
1959,27,51.0,30
1959,28,56.00000000000001,30
1959,29,60.0,30
1959,30,64.0,30
1959,31,68.0,30
1959,32,70.0,30
1959,33,73.0,30
1959,34,75.0,30
1959,35,76.0,30
1959,36,77.0,30
1959,37,78.0,30
1959,38,79.0,30
1959,39,80.0,30
1959,40,80.0,30
1959,41,81.0,30
1959,42,81.0,30
1959,43,81.0,30
1959,44,81.0,30
1959,45,81.0,30
1958,16,0.0,30
1958,17,2.0,30
1958,18,5.0,30
1958,19,9.0,30
1958,20,14.000000000000002,30
1958,21,19.0,30
1958,22,25.0,30
1958,23,31.0,30
1958,24,36.0,30
1958,25,42.0,30
1958,26,47.0,30
1958,27,53.0,30
1958,28,56.99999999999999,30
1958,29,62.0,30
1958,30,66.0,30
1958,31,69.0,30
1958,32,72.0,30
1958,33,74.0,30
1958,34,76.0,30
1958,35,77.0,30
1958,36,78.0,30
1958,37,79.0,30
1958,38,80.0,30
1958,39,80.0,30
1958,40,81.0,30
1958,41,81.0,30
1958,42,82.0,30
1958,43,82.0,30
1958,44,82.0,30
1958,45,82.0,30
1957,16,0.0,30
1957,17,2.0,30
1957,18,6.0,30
1957,19,11.0,30
1957,20,15.0,30
1957,21,20.0,30
1957,22,26.0,30
1957,23,32.0,30
1957,24,38.0,30
1957,25,44.0,30
1957,26,49.0,30
1957,27,54.0,30
1957,28,59.0,30
1957,29,63.0,30
1957,30,67.0,30
1957,31,70.0,30
1957,32,73.0,30
1957,33,75.0,30
1957,34,77.0,30
1957,35,78.0,30
1957,36,79.0,30
1957,37,80.0,30
1957,38,81.0,30
1957,39,81.0,30
1957,40,82.0,30
1957,41,82.0,30
1957,42,82.0,30
1957,43,83.0,30
1957,44,83.0,30
1957,45,83.0,30
1956,16,0.0,30
1956,17,2.0,30
1956,18,6.0,30
1956,19,11.0,30
1956,20,16.0,30
1956,21,22.0,30
1956,22,27.0,30
1956,23,32.0,30
1956,24,39.0,30
1956,25,45.0,30
1956,26,50.0,30
1956,27,56.00000000000001,30
1956,28,60.0,30
1956,29,64.0,30
1956,30,68.0,30
1956,31,71.0,30
1956,32,74.0,30
1956,33,76.0,30
1956,34,77.0,30
1956,35,79.0,30
1956,36,80.0,30
1956,37,81.0,30
1956,38,81.0,30
1956,39,82.0,30
1956,40,82.0,30
1956,41,83.0,30
1956,42,83.0,30
1956,43,83.0,30
1956,44,83.0,30
1956,45,83.0,30
1955,16,0.0,30
1955,17,2.0,30
1955,18,6.0,30
1955,19,12.0,30
1955,20,18.0,30
1955,21,23.0,30
1955,22,28.999999999999996,30
1955,23,34.0,30
1955,24,40.0,30
1955,25,46.0,30
1955,26,52.0,30
1955,27,56.99999999999999,30
1955,28,62.0,30
1955,29,66.0,30
1955,30,70.0,30
1955,31,73.0,30
1955,32,75.0,30
1955,33,77.0,30
1955,34,79.0,30
1955,35,80.0,30
1955,36,81.0,30
1955,37,82.0,30
1955,38,82.0,30
1955,39,83.0,30
1955,40,83.0,30
1955,41,84.0,30
1955,42,84.0,30
1955,43,84.0,30
1955,44,84.0,30
1955,45,84.0,30
1954,16,0.0,30
1954,17,2.0,30
1954,18,6.0,30
1954,19,12.0,30
1954,20,18.0,30
1954,21,24.0,30
1954,22,30.0,30
1954,23,35.0,30
1954,24,41.0,30
1954,25,46.0,30
1954,26,52.0,30
1954,27,57.99999999999999,30
1954,28,63.0,30
1954,29,67.0,30
1954,30,70.0,30
1954,31,73.0,30
1954,32,75.0,30
1954,33,77.0,30
1954,34,79.0,30
1954,35,80.0,30
1954,36,81.0,30
1954,37,82.0,30
1954,38,82.0,30
1954,39,83.0,30
1954,40,83.0,30
1954,41,83.0,30
1954,42,84.0,30
1954,43,84.0,30
1954,44,84.0,30
1954,45,84.0,30
1953,16,0.0,30
1953,17,2.0,30
1953,18,6.0,30
1953,19,12.0,30
1953,20,19.0,30
1953,21,26.0,30
1953,22,32.0,30
1953,23,38.0,30
1953,24,43.0,30
1953,25,48.0,30
1953,26,54.0,30
1953,27,60.0,30
1953,28,65.0,30
1953,29,69.0,30
1953,30,72.0,30
1953,31,75.0,30
1953,32,77.0,30
1953,33,79.0,30
1953,34,80.0,30
1953,35,81.0,30
1953,36,82.0,30
1953,37,83.0,30
1953,38,84.0,30
1953,39,84.0,30
1953,40,85.0,30
1953,41,85.0,30
1953,42,85.0,30
1953,43,85.0,30
1953,44,85.0,30
1953,45,85.0,30
1952,16,0.0,30
1952,17,2.0,30
1952,18,6.0,30
1952,19,12.0,30
1952,20,20.0,30
1952,21,27.0,30
1952,22,33.0,30
1952,23,39.0,30
1952,24,45.0,30
1952,25,50.0,30
1952,26,56.00000000000001,30
1952,27,61.0,30
1952,28,66.0,30
1952,29,70.0,30
1952,30,74.0,30
1952,31,76.0,30
1952,32,78.0,30
1952,33,80.0,30
1952,34,81.0,30
1952,35,82.0,30
1952,36,83.0,30
1952,37,84.0,30
1952,38,84.0,30
1952,39,85.0,30
1952,40,85.0,30
1952,41,85.0,30
1952,42,85.0,30
1952,43,85.0,30
1952,44,85.0,30
1952,45,86.0,30
1951,16,0.0,30
1951,17,2.0,30
1951,18,6.0,30
1951,19,12.0,30
1951,20,19.0,30
1951,21,27.0,30
1951,22,34.0,30
1951,23,40.0,30
1951,24,46.0,30
1951,25,52.0,30
1951,26,56.99999999999999,30
1951,27,62.0,30
1951,28,67.0,30
1951,29,71.0,30
1951,30,74.0,30
1951,31,77.0,30
1951,32,79.0,30
1951,33,80.0,30
1951,34,81.0,30
1951,35,82.0,30
1951,36,83.0,30
1951,37,84.0,30
1951,38,84.0,30
1951,39,85.0,30
1951,40,85.0,30
1951,41,85.0,30
1951,42,85.0,30
1951,43,85.0,30
1951,44,85.0,30
1951,45,86.0,30
1950,16,0.0,30
1950,17,2.0,30
1950,18,5.0,30
1950,19,11.0,30
1950,20,19.0,30
1950,21,26.0,30
1950,22,34.0,30
1950,23,41.0,30
1950,24,47.0,30
1950,25,53.0,30
1950,26,59.0,30
1950,27,64.0,30
1950,28,68.0,30
1950,29,72.0,30
1950,30,76.0,30
1950,31,78.0,30
1950,32,80.0,30
1950,33,82.0,30
1950,34,83.0,30
1950,35,84.0,30
1950,36,84.0,30
1950,37,85.0,30
1950,38,85.0,30
1950,39,86.0,30
1950,40,86.0,30
1950,41,86.0,30
1950,42,86.0,30
1950,43,86.0,30
1950,44,86.0,30
1950,45,86.0,30
1949,16,0.0,30
1949,17,2.0,30
1949,18,5.0,30
1949,19,11.0,30
1949,20,18.0,30
1949,21,26.0,30
1949,22,34.0,30
1949,23,41.0,30
1949,24,48.0,30
1949,25,55.00000000000001,30
1949,26,61.0,30
1949,27,66.0,30
1949,28,70.0,30
1949,29,74.0,30
1949,30,77.0,30
1949,31,79.0,30
1949,32,81.0,30
1949,33,83.0,30
1949,34,84.0,30
1949,35,85.0,30
1949,36,85.0,30
1949,37,86.0,30
1949,38,86.0,30
1949,39,87.0,30
1949,40,87.0,30
1949,41,87.0,30
1949,42,87.0,30
1949,43,87.0,30
1949,44,87.0,30
